-THEREDDKING-,Duct-Ties & Zip-Tape Qualifier,11/05/16,Georgia
F-1|9112,5667|8778,9761|55,10,35,10,0|65,35,30,0,0
F-2|9112,5667|8778,9761|5,5,0,0,0|45,5,40,0,0
-THEREDDKING-,San Jose FTC QT - The Play Space,12/04/16,California
Q-1|11516,11363|12009,3791|25,5,20,0,0|25,5,20,0,0
Q-2|7303,9727|11387,11550|10,10,0,0,0|50,5,45,0,0
Q-3|11527,4998|11521,10320|55,35,20,0,0|20,10,10,0,0
Q-4|10434,6818|7641,12009|20,10,10,0,0|30,10,10,10,0
Q-5|11516,10320|11387,11521|46,5,41,0,0|20,10,10,0,0
Q-6|3791,7641|9727,11527|25,5,20,0,0|45,15,20,0,10
Q-7|4998,11550|6818,11363|80,10,60,0,10|56,5,11,0,40
Q-8|7303,11527|10434,11516|50,30,20,0,0|23,0,23,0,0
Q-9|12009,11387|4998,7641|51,10,41,0,0|75,45,30,0,0
Q-10|6818,9727|11521,7303|30,20,10,0,0|55,5,30,20,0
Q-11|10434,3791|10320,11550|50,10,0,0,40|35,5,30,0,0
Q-12|11363,11387|11527,6818|41,0,41,0,0|21,10,1,0,10
Q-13|11521,11516|11550,7641|70,10,20,0,40|30,0,10,10,10
Q-14|4998,12009|3791,7303|70,40,30,0,0|60,0,20,40,0
Q-15|10320,10434|11363,9727|20,0,20,0,0|41,10,21,0,10
Q-16|11550,12009|11387,11527|20,10,10,0,0|40,10,30,0,0
Q-17|7641,7303|10320,11363|35,5,30,0,0|30,0,10,0,20
Q-18|4998,6818|9727,11516|70,30,30,0,10|30,10,20,0,0
Q-19|11521,3791|10434,11387|55,5,40,0,10|26,25,1,0,0
SF-1-1|4998,7303|11521,3791|85,40,25,20,0|45,10,35,0,0
SF-1-2|4998,7303|11521,3791|85,30,15,40,0|55,10,45,0,0
SF-2-1|11527,7641|11387,12009|30,30,0,0,0|41,10,31,0,0
SF-2-2|11527,7641|11387,12009|35,5,20,0,10|30,10,20,0,0
SF-2-3|11527,7641|11387,12009|80,10,20,0,50|30,10,20,0,0
F-1|4998,7303|11527,7641|110,40,30,40,0|50,10,40,0,0
